"id_order","date_order","hour_order","member_id","restaurant_id","total_order"
30007,"2020-06-01","13:24:00",198,26,121.46000000000001
30008,"2020-06-01","13:28:00",172,26,74.01
30009,"2020-06-01","13:28:00",116,16,76.35
30011,"2020-06-01","13:29:00",29,18,107.36000000000001
30012,"2020-06-01","13:31:00",34,14,121.14
30013,"2020-06-01","13:35:00",107,20,128.92
30014,"2020-06-01","13:35:00",166,6,120.64999999999999
30015,"2020-06-01","13:35:00",123,3,46.03
30016,"2020-06-01","13:35:00",148,14,112.78
30017,"2020-06-01","13:37:00",91,27,99.99
30018,"2020-06-01","13:41:00",158,27,290.32
30019,"2020-06-01","13:43:00",9,14,46.09
30020,"2020-06-01","13:45:00",83,1,130.47
30021,"2020-06-01","13:45:00",79,6,100.6
30022,"2020-06-01","13:46:00",63,14,150.13
30023,"2020-06-01","13:47:00",160,29,110.03
30024,"2020-06-01","13:49:00",199,25,148.89
30025,"2020-06-01","13:57:00",87,18,196.78
30026,"2020-06-01","13:59:00",98,23,144.66
30027,"2020-06-01","14:00:00",43,17,85.46000000000001
30028,"2020-06-01","14:03:00",123,4,96.95
30029,"2020-06-01","14:12:00",111,1,39.81
30030,"2020-06-01","14:13:00",184,27,145.01
30031,"2020-06-01","14:13:00",176,8,78.81
30033,"2020-06-01","15:28:00",189,14,79.69
30034,"2020-06-01","15:41:00",141,9,32.09
30035,"2020-06-01","15:41:00",80,2,68.16
30036,"2020-06-01","15:44:00",191,2,130.72
30037,"2020-06-01","16:01:00",133,1,97.84
30038,"2020-06-01","16:09:00",80,28,146.17
30039,"2020-06-01","16:34:00",53,11,150.4
30040,"2020-06-01","16:41:00",11,2,85.19
30041,"2020-06-01","16:48:00",48,3,107.13
30042,"2020-06-01","16:59:00",179,4,71.06
30043,"2020-06-01","17:23:00",193,25,69.83
30044,"2020-06-01","17:24:00",18,19,99.60000000000001
30045,"2020-06-01","17:56:00",99,13,82.8
30046,"2020-06-01","17:57:00",191,21,22.42
30047,"2020-06-01","18:04:00",23,12,32.49
30048,"2020-06-01","18:16:00",42,21,54.01
30049,"2020-06-01","18:23:00",48,14,80.54
30050,"2020-06-01","18:49:00",157,29,40.45
30052,"2020-06-01","19:03:00",46,3,59.67999999999999
30053,"2020-06-01","19:04:00",34,9,39.45
30054,"2020-06-01","19:06:00",179,29,122.10000000000001
30055,"2020-06-01","19:06:00",119,19,31.92
30056,"2020-06-01","19:07:00",174,20,70.33
30057,"2020-06-01","19:09:00",156,30,72.47
30058,"2020-06-01","19:14:00",5,22,79.69
30059,"2020-06-01","19:16:00",149,8,172.82
30060,"2020-06-01","19:18:00",100,27,46.59
30061,"2020-06-01","19:19:00",19,8,155.96
30063,"2020-06-01","19:22:00",4,29,47.46
30064,"2020-06-01","19:23:00",40,23,80.02
30065,"2020-06-01","19:26:00",74,22,149.17000000000002
30067,"2020-06-01","19:36:00",144,7,71.06
30068,"2020-06-01","19:40:00",183,13,83.7
30069,"2020-06-01","19:41:00",112,28,36.71
30070,"2020-06-01","19:43:00",4,3,34.91
30072,"2020-06-01","19:46:00",190,11,118.0
30073,"2020-06-01","19:53:00",183,21,100.98
30074,"2020-06-01","19:53:00",111,4,123.72999999999999
30075,"2020-06-01","19:58:00",83,17,135.88
30076,"2020-06-01","20:02:00",164,29,125.0
30077,"2020-06-01","20:02:00",95,26,108.82
30078,"2020-06-01","20:06:00",126,11,213.72000000000003
30079,"2020-06-01","20:06:00",180,22,58.07
30080,"2020-06-01","20:08:00",78,17,131.99
30082,"2020-06-01","20:18:00",82,9,47.59
30083,"2020-06-01","20:18:00",13,22,106.5
30084,"2020-06-01","20:18:00",176,25,136.35999999999999
30086,"2020-06-01","20:20:00",169,20,158.54000000000002
30087,"2020-06-01","20:20:00",1,15,57.23
30088,"2020-06-01","20:20:00",134,20,72.46
30089,"2020-06-01","20:28:00",35,21,22.42
30090,"2020-06-01","20:33:00",131,21,250.5
30091,"2020-06-01","20:35:00",145,30,173.42999999999998
30092,"2020-06-01","20:37:00",117,7,98.92999999999999
30094,"2020-06-01","20:40:00",42,1,34.31
30095,"2020-06-01","20:43:00",4,18,95.07
30096,"2020-06-01","20:44:00",154,9,82.1
30098,"2020-06-01","20:49:00",7,10,121.63
30099,"2020-06-01","20:50:00",164,21,83.43
30100,"2020-06-01","20:51:00",77,6,31.18
30101,"2020-06-01","20:54:00",106,26,183.43999999999997
30102,"2020-06-01","20:55:00",194,24,65.27
30103,"2020-06-01","20:55:00",60,15,36.7
30104,"2020-06-01","20:56:00",132,28,30.66
30105,"2020-06-01","21:03:00",73,30,100.13
30106,"2020-06-01","21:08:00",19,29,40.45
30107,"2020-06-01","21:11:00",13,3,74.66
30108,"2020-06-01","21:11:00",97,18,177.48000000000002
30109,"2020-06-01","21:15:00",181,13,62.48
30110,"2020-06-01","21:15:00",101,23,128.09
30112,"2020-06-01","21:19:00",36,28,32.91
30113,"2020-06-01","21:22:00",132,11,63.32
30114,"2020-06-01","21:23:00",174,24,78.12
30116,"2020-06-01","21:27:00",37,22,50.34
30118,"2020-06-01","21:31:00",189,14,119.1
30119,"2020-06-01","21:32:00",126,6,176.39000000000001
30120,"2020-06-01","21:35:00",138,23,138.98
30121,"2020-06-01","21:42:00",158,14,30.8
30122,"2020-06-01","21:43:00",200,23,122.8
30123,"2020-06-01","21:49:00",31,24,47.49
30124,"2020-06-01","21:50:00",142,6,75.54
30125,"2020-06-01","21:50:00",46,12,146.35
30126,"2020-06-01","21:53:00",34,5,31.07
30127,"2020-06-01","21:55:00",180,26,140.54
30128,"2020-06-01","21:55:00",195,24,91.59
30129,"2020-06-01","21:58:00",162,7,216.99
30130,"2020-06-01","21:58:00",10,14,33.6
30131,"2020-06-01","21:59:00",118,20,121.36000000000001
30132,"2020-06-01","22:47:00",42,1,144.68
30134,"2020-06-01","23:26:00",103,16,124.81
30135,"2020-06-01","23:40:00",171,28,62.86
30136,"2020-06-01","23:44:00",173,11,53.81
30138,"2020-06-02","11:03:00",25,29,47.46
30139,"2020-06-02","11:04:00",88,22,71.86
30140,"2020-06-02","11:05:00",175,12,136.12
30141,"2020-06-02","11:05:00",14,7,228.26
30142,"2020-06-02","11:06:00",177,21,91.16
30143,"2020-06-02","11:12:00",100,25,218.5
30144,"2020-06-02","11:14:00",87,5,33.01
30146,"2020-06-02","11:15:00",17,30,37.15
30147,"2020-06-02","11:16:00",39,3,91.06
30149,"2020-06-02","11:23:00",139,28,116.12
30150,"2020-06-02","11:28:00",175,5,147.69
30151,"2020-06-02","11:32:00",199,4,196.93
30152,"2020-06-02","11:33:00",64,23,138.82
30153,"2020-06-02","11:34:00",130,7,145.09
30154,"2020-06-02","11:36:00",181,30,132.16
30155,"2020-06-02","11:36:00",119,26,123.73
30156,"2020-06-02","11:38:00",196,5,72.77
30158,"2020-06-02","11:44:00",111,11,53.81
30159,"2020-06-02","11:49:00",46,1,95.61
30161,"2020-06-02","11:51:00",36,18,115.57
30162,"2020-06-02","11:52:00",34,24,114.06
30163,"2020-06-02","11:53:00",196,4,32.75
30164,"2020-06-02","11:53:00",183,18,25.1
30165,"2020-06-02","11:53:00",121,29,92.02000000000001
30166,"2020-06-02","11:58:00",134,13,50.87
30167,"2020-06-02","12:01:00",136,14,67.73
30168,"2020-06-02","12:03:00",49,28,101.77
30170,"2020-06-02","12:08:00",159,14,32.65
30171,"2020-06-02","12:14:00",140,21,159.81
30172,"2020-06-02","12:15:00",89,10,175.27
30173,"2020-06-02","12:15:00",189,8,180.15
30174,"2020-06-02","12:15:00",27,8,64.57
30175,"2020-06-02","12:16:00",85,15,198.64
30176,"2020-06-02","12:17:00",138,14,67.97
30177,"2020-06-02","12:17:00",7,29,94.1
30178,"2020-06-02","12:17:00",153,13,79.74
30179,"2020-06-02","12:19:00",114,9,173.86
30180,"2020-06-02","12:23:00",150,15,96.25
30181,"2020-06-02","12:23:00",151,4,283.05
30182,"2020-06-02","12:23:00",98,5,57.18
30183,"2020-06-02","12:26:00",32,4,110.12
30185,"2020-06-02","12:34:00",48,9,151.9
30187,"2020-06-02","12:34:00",72,8,52.02
30188,"2020-06-02","12:38:00",57,8,231.54000000000002
30189,"2020-06-02","12:40:00",150,9,107.17000000000002
30190,"2020-06-02","12:43:00",103,20,150.7
30192,"2020-06-02","12:44:00",166,15,34.7
30193,"2020-06-02","12:49:00",156,1,191.97
30195,"2020-06-02","12:54:00",91,4,123.33
30196,"2020-06-02","12:56:00",65,23,166.93
30197,"2020-06-02","12:58:00",157,3,120.38
30198,"2020-06-02","12:59:00",147,1,32.43
30199,"2020-06-02","12:59:00",117,14,60.31
30200,"2020-06-02","13:00:00",187,19,61.730000000000004
30201,"2020-06-02","13:01:00",101,19,95.63
30202,"2020-06-02","13:02:00",129,10,197.19
30203,"2020-06-02","13:04:00",104,7,103.62
30204,"2020-06-02","13:06:00",76,22,72.17
30205,"2020-06-02","13:11:00",2,26,134.6
30206,"2020-06-02","13:11:00",90,27,266.13
30207,"2020-06-02","13:13:00",25,19,38.96
30208,"2020-06-02","13:17:00",175,28,85.22
30209,"2020-06-02","13:20:00",67,17,98.99
30210,"2020-06-02","13:23:00",125,26,66.85
30211,"2020-06-02","13:31:00",20,27,80.13
30212,"2020-06-02","13:32:00",101,20,80.37
30213,"2020-06-02","13:32:00",200,4,88.12
30214,"2020-06-02","13:32:00",94,8,172.82999999999998
30215,"2020-06-02","13:32:00",175,9,94.26
30217,"2020-06-02","13:38:00",176,12,31.07
30218,"2020-06-02","13:41:00",86,16,73.63
30219,"2020-06-02","13:42:00",100,24,40.37
30220,"2020-06-02","13:43:00",193,19,69.41
30221,"2020-06-02","13:47:00",3,1,105.28
30222,"2020-06-02","13:50:00",5,20,71.52000000000001
30224,"2020-06-02","14:04:00",199,17,74.5
30225,"2020-06-02","14:27:00",57,15,57.71
30226,"2020-06-02","14:37:00",7,10,57.5
30227,"2020-06-02","14:37:00",49,26,74.49000000000001
30228,"2020-06-02","14:44:00",163,5,104.94999999999999
30229,"2020-06-02","14:55:00",10,11,155.51999999999998
30230,"2020-06-02","15:16:00",124,30,275.71999999999997
30231,"2020-06-02","15:57:00",38,18,121.6
30232,"2020-06-02","16:00:00",107,9,208.35
30233,"2020-06-02","16:04:00",175,11,160.73000000000002
30234,"2020-06-02","16:07:00",38,8,101.00999999999999
30235,"2020-06-02","16:20:00",190,16,78.22999999999999
30236,"2020-06-02","16:33:00",1,21,212.6
30237,"2020-06-02","16:41:00",147,29,87.09
30239,"2020-06-02","17:48:00",83,10,113.44
30240,"2020-06-02","17:48:00",112,29,23.32
30241,"2020-06-02","18:05:00",128,20,136.58
30242,"2020-06-02","18:06:00",138,5,32.18
30243,"2020-06-02","18:31:00",98,6,130.97
30244,"2020-06-02","18:56:00",150,11,113.44
30245,"2020-06-02","19:01:00",97,24,204.17
30246,"2020-06-02","19:07:00",149,9,104.83000000000001
30247,"2020-06-02","19:08:00",185,4,20.14
30248,"2020-06-02","19:11:00",175,17,23.8
30249,"2020-06-02","19:13:00",174,16,75.68
30251,"2020-06-02","19:16:00",110,7,82.87
30252,"2020-06-02","19:18:00",24,26,75.87
30253,"2020-06-02","19:18:00",94,15,221.61
30255,"2020-06-02","19:24:00",14,29,70.78
30256,"2020-06-02","19:25:00",159,13,92.77000000000001
30258,"2020-06-02","19:29:00",75,28,57.339999999999996
30259,"2020-06-02","19:31:00",178,3,58.28
30260,"2020-06-02","19:32:00",117,19,104.66
30261,"2020-06-02","19:32:00",13,3,70.84
30262,"2020-06-02","19:33:00",183,9,150.04
30263,"2020-06-02","19:37:00",146,2,132.56
30264,"2020-06-02","19:39:00",7,23,116.66999999999999
30265,"2020-06-02","19:42:00",76,30,154.54
30266,"2020-06-02","19:42:00",18,20,157.42000000000002
30267,"2020-06-02","19:44:00",153,22,135.21
30268,"2020-06-02","19:52:00",192,23,107.69999999999999
30269,"2020-06-02","19:56:00",69,2,65.67
30270,"2020-06-02","20:00:00",77,12,128.95
30271,"2020-06-02","20:04:00",81,23,142.26999999999998
30272,"2020-06-02","20:07:00",54,13,155.92
30275,"2020-06-02","20:11:00",115,27,54.72
30276,"2020-06-02","20:13:00",6,3,34.91
30277,"2020-06-02","20:15:00",110,12,68.7
30278,"2020-06-02","20:16:00",136,18,25.1
30279,"2020-06-02","20:19:00",87,10,79.39
30280,"2020-06-02","20:21:00",136,10,68.18
30281,"2020-06-02","20:22:00",67,15,29.42
30282,"2020-06-02","20:24:00",136,14,150.5
30283,"2020-06-02","20:26:00",171,8,116.84
30284,"2020-06-02","20:29:00",11,25,36.41
30285,"2020-06-02","20:31:00",96,29,216.55
30286,"2020-06-02","20:32:00",113,9,88.95
30287,"2020-06-02","20:35:00",65,8,78.81
30288,"2020-06-02","20:37:00",168,7,22.97
30290,"2020-06-02","20:47:00",198,8,37.08
30291,"2020-06-02","20:49:00",92,26,72.61
30292,"2020-06-02","20:52:00",67,3,70.8
30293,"2020-06-02","20:55:00",41,23,31.82
30294,"2020-06-02","20:57:00",109,9,125.32
30295,"2020-06-02","20:59:00",20,6,146.95
30296,"2020-06-02","21:00:00",116,1,94.49000000000001
30297,"2020-06-02","21:00:00",74,27,145.61
30298,"2020-06-02","21:03:00",28,13,168.7
30299,"2020-06-02","21:04:00",192,22,26.8
30301,"2020-06-02","21:22:00",156,17,53.37
30302,"2020-06-02","21:22:00",70,11,110.0
30303,"2020-06-02","21:24:00",51,8,126.84
30304,"2020-06-02","21:28:00",28,15,82.06
30305,"2020-06-02","21:29:00",181,23,114.28
30306,"2020-06-02","21:31:00",44,1,150.8
30307,"2020-06-02","21:31:00",37,19,77.25
30308,"2020-06-02","21:33:00",127,8,63.93
30309,"2020-06-02","21:38:00",14,20,37.54
30310,"2020-06-02","21:39:00",144,22,133.83
30311,"2020-06-02","21:41:00",191,16,47.61
30312,"2020-06-02","21:47:00",12,11,144.24
30313,"2020-06-02","21:49:00",189,11,190.72
30314,"2020-06-02","21:52:00",68,13,138.76
30315,"2020-06-02","21:54:00",174,4,139.13
30316,"2020-06-02","21:57:00",126,15,149.48
30317,"2020-06-02","21:57:00",135,15,58.49
30318,"2020-06-02","22:02:00",109,21,47.27
30319,"2020-06-02","22:30:00",88,17,106.06
30320,"2020-06-02","22:37:00",154,4,255.40000000000003
30321,"2020-06-02","22:43:00",29,9,98.19999999999999
30322,"2020-06-02","22:46:00",170,19,54.48
30325,"2020-06-02","23:00:00",28,5,145.1
30327,"2020-06-02","23:19:00",43,20,132.37
30328,"2020-06-02","23:38:00",115,5,53.36
30329,"2020-06-02","23:56:00",16,7,71.71
30330,"2020-06-03","11:00:00",39,17,91.96000000000001
30331,"2020-06-03","11:01:00",160,29,47.46
30332,"2020-06-03","11:03:00",1,6,45.2
30333,"2020-06-03","11:04:00",70,10,35.61
30335,"2020-06-03","11:10:00",64,20,29.48
30336,"2020-06-03","11:10:00",152,6,194.45
30337,"2020-06-03","11:10:00",61,15,40.0
30338,"2020-06-03","11:11:00",66,24,85.5
30339,"2020-06-03","11:13:00",107,20,136.83
30340,"2020-06-03","11:15:00",4,26,45.59
30342,"2020-06-03","11:16:00",79,7,78.03
30343,"2020-06-03","11:17:00",125,13,57.93
30344,"2020-06-03","11:18:00",172,12,31.07
30345,"2020-06-03","11:22:00",57,17,121.88999999999999
30347,"2020-06-03","11:25:00",78,10,23.58
30348,"2020-06-03","11:27:00",83,16,32.18
30350,"2020-06-03","11:28:00",109,10,158.72
30351,"2020-06-03","11:29:00",46,25,188.33999999999997
30352,"2020-06-03","11:35:00",86,22,53.099999999999994
30353,"2020-06-03","11:36:00",72,23,31.82
30354,"2020-06-03","11:40:00",138,13,52.28
30355,"2020-06-03","11:43:00",73,7,20.82
30356,"2020-06-03","11:46:00",56,27,166.87
30357,"2020-06-03","11:47:00",90,17,60.78
30358,"2020-06-03","11:48:00",112,23,129.42
30360,"2020-06-03","11:49:00",79,15,92.89
30361,"2020-06-03","11:50:00",154,14,68.9
30362,"2020-06-03","11:52:00",41,23,262.74
30363,"2020-06-03","12:00:00",144,17,143.68
30364,"2020-06-03","12:02:00",55,1,29.22
30365,"2020-06-03","12:04:00",138,12,217.18
30366,"2020-06-03","12:09:00",5,25,72.82
30367,"2020-06-03","12:10:00",124,6,30.34
30368,"2020-06-03","12:19:00",51,26,149.88
30370,"2020-06-03","12:21:00",57,30,132.0
30371,"2020-06-03","12:22:00",106,9,94.02000000000001
30372,"2020-06-03","12:22:00",197,30,70.82
30373,"2020-06-03","12:23:00",14,2,59.63
30374,"2020-06-03","12:23:00",40,15,59.55
30375,"2020-06-03","12:24:00",55,22,103.52000000000001
30376,"2020-06-03","12:26:00",190,10,23.58
30377,"2020-06-03","12:27:00",59,4,279.63
30378,"2020-06-03","12:31:00",120,18,168.23000000000002
30379,"2020-06-03","12:33:00",119,6,170.11
30380,"2020-06-03","12:36:00",156,3,37.33
30381,"2020-06-03","12:40:00",197,23,80.02
30382,"2020-06-03","12:42:00",84,7,164.44
30383,"2020-06-03","12:42:00",72,22,83.43
30384,"2020-06-03","12:44:00",194,14,66.69
30385,"2020-06-03","12:45:00",186,20,111.80000000000001
30386,"2020-06-03","12:47:00",58,17,226.51
30387,"2020-06-03","12:51:00",144,4,103.19
30388,"2020-06-03","12:52:00",179,5,41.82
30389,"2020-06-03","12:53:00",148,4,96.88
30390,"2020-06-03","12:59:00",85,10,210.01
30391,"2020-06-03","13:00:00",43,9,70.80000000000001
30393,"2020-06-03","13:00:00",105,14,245.18
30394,"2020-06-03","13:02:00",72,28,38.43
30395,"2020-06-03","13:05:00",55,8,190.10999999999999
30396,"2020-06-03","13:10:00",146,10,221.51
30397,"2020-06-03","13:14:00",184,1,55.17
30398,"2020-06-03","13:22:00",117,27,117.73
30399,"2020-06-03","13:23:00",192,9,50.01
30400,"2020-06-03","13:26:00",129,30,72.47
30402,"2020-06-03","13:32:00",76,17,34.3
30403,"2020-06-03","13:33:00",146,18,46.06
30404,"2020-06-03","13:41:00",175,15,69.42
30405,"2020-06-03","13:41:00",194,30,48.03
30408,"2020-06-03","13:49:00",79,13,107.19
30409,"2020-06-03","13:52:00",77,5,32.18
30410,"2020-06-03","13:56:00",178,7,72.93
30411,"2020-06-03","14:02:00",22,20,156.26999999999998
30412,"2020-06-03","14:13:00",41,28,111.44
30413,"2020-06-03","14:26:00",185,28,35.23
30414,"2020-06-03","14:28:00",189,18,189.96
30415,"2020-06-03","14:41:00",169,21,70.24
30416,"2020-06-03","14:52:00",76,7,42.91
30417,"2020-06-03","15:02:00",132,28,95.77
30418,"2020-06-03","15:21:00",164,24,29.33
30420,"2020-06-03","15:35:00",119,11,43.96
30421,"2020-06-03","16:04:00",40,4,329.96000000000004
30422,"2020-06-03","16:09:00",147,19,126.69
30423,"2020-06-03","16:16:00",78,21,35.12
30424,"2020-06-03","16:55:00",176,10,68.18
30425,"2020-06-03","17:15:00",195,9,109.42
30426,"2020-06-03","18:05:00",49,23,70.46
30427,"2020-06-03","18:10:00",80,28,73.66
30428,"2020-06-03","18:17:00",159,23,173.89
30429,"2020-06-03","18:23:00",159,19,160.95999999999998
30430,"2020-06-03","18:32:00",62,26,44.08
30431,"2020-06-03","18:56:00",82,5,135.65
30432,"2020-06-03","19:00:00",31,7,184.91
30433,"2020-06-03","19:02:00",74,16,47.61
30434,"2020-06-03","19:02:00",9,8,117.77
30435,"2020-06-03","19:02:00",66,2,110.72
30436,"2020-06-03","19:07:00",53,13,79.78
30437,"2020-06-03","19:08:00",16,12,160.40999999999997
30438,"2020-06-03","19:08:00",119,15,52.89
30439,"2020-06-03","19:08:00",39,18,36.2
30442,"2020-06-03","19:20:00",26,14,177.45
30445,"2020-06-03","19:23:00",24,24,44.1
30446,"2020-06-03","19:23:00",102,2,100.07
30447,"2020-06-03","19:26:00",7,27,85.25
30448,"2020-06-03","19:28:00",31,28,131.42
30449,"2020-06-03","19:31:00",139,30,108.07
30450,"2020-06-03","19:31:00",75,19,31.92
30451,"2020-06-03","19:31:00",6,4,310.77
30452,"2020-06-03","19:32:00",144,18,36.2
30453,"2020-06-03","19:34:00",154,14,135.6
30454,"2020-06-03","19:36:00",13,29,23.32
30455,"2020-06-03","19:41:00",146,12,77.72
30456,"2020-06-03","19:41:00",125,11,93.44
30457,"2020-06-03","19:49:00",182,8,104.04
30458,"2020-06-03","19:54:00",163,6,45.2
30460,"2020-06-03","20:01:00",43,3,69.8
30461,"2020-06-03","20:01:00",118,2,73.44
30462,"2020-06-03","20:02:00",118,24,122.60000000000001
30463,"2020-06-03","20:02:00",138,12,31.07
30464,"2020-06-03","20:04:00",180,19,22.77
30465,"2020-06-03","20:06:00",96,4,91.2
30467,"2020-06-03","20:08:00",72,5,59.37
30468,"2020-06-03","20:10:00",84,11,291.89
30469,"2020-06-03","20:14:00",129,12,31.51
30470,"2020-06-03","20:14:00",103,30,52.0
30471,"2020-06-03","20:14:00",83,26,62.82
30472,"2020-06-03","20:16:00",182,14,31.66
30474,"2020-06-03","20:20:00",157,19,174.79
30475,"2020-06-03","20:21:00",20,28,112.96000000000001
30476,"2020-06-03","20:23:00",68,3,37.33
30478,"2020-06-03","20:38:00",182,9,74.35
30481,"2020-06-03","20:41:00",177,2,112.61000000000001
30482,"2020-06-03","20:44:00",180,11,196.89
30483,"2020-06-03","20:49:00",195,25,98.83
30484,"2020-06-03","20:51:00",129,5,127.6
30486,"2020-06-03","20:58:00",29,20,243.29999999999998
30487,"2020-06-03","20:59:00",119,28,40.98
30488,"2020-06-03","21:05:00",169,8,55.14
30491,"2020-06-03","21:09:00",2,5,64.11
30493,"2020-06-03","21:13:00",100,16,30.36
30494,"2020-06-03","21:15:00",35,9,101.03999999999999
30496,"2020-06-03","21:17:00",59,4,143.87
30498,"2020-06-03","21:18:00",138,10,175.55999999999997
30499,"2020-06-03","21:25:00",193,9,49.5
30500,"2020-06-03","21:30:00",108,21,73.85
30501,"2020-06-03","21:31:00",31,6,89.79
30502,"2020-06-03","21:35:00",199,1,144.98000000000002
30503,"2020-06-03","21:37:00",200,10,203.36
30504,"2020-06-03","21:45:00",126,3,152.09
30505,"2020-06-03","21:45:00",177,12,170.2
30507,"2020-06-03","21:46:00",148,24,58.66
30508,"2020-06-03","21:46:00",11,25,139.62
30509,"2020-06-03","21:50:00",59,15,234.40999999999997
30510,"2020-06-03","21:53:00",79,30,203.62
30511,"2020-06-03","21:55:00",21,10,31.69
30512,"2020-06-03","21:55:00",164,8,221.55
30513,"2020-06-03","21:56:00",160,20,176.70000000000002
30514,"2020-06-03","21:56:00",181,3,46.03
30515,"2020-06-03","21:57:00",114,9,71.54
30516,"2020-06-03","22:08:00",103,26,44.08
30517,"2020-06-03","22:30:00",115,22,33.09
30518,"2020-06-03","22:42:00",166,20,150.7
30520,"2020-06-03","22:50:00",43,19,99.34
30521,"2020-06-03","23:15:00",144,15,24.35
30522,"2020-06-03","23:16:00",50,18,253.12
30523,"2020-06-03","23:42:00",99,13,152.56
30524,"2020-06-03","23:56:00",122,30,31.79
30525,"2020-06-04","11:00:00",113,10,33.73
30526,"2020-06-04","11:05:00",167,22,108.58
30528,"2020-06-04","11:05:00",181,26,283.98
30530,"2020-06-04","11:08:00",188,2,115.6
30532,"2020-06-04","11:10:00",127,26,31.69
30533,"2020-06-04","11:10:00",83,10,68.68
30534,"2020-06-04","11:11:00",154,19,53.83
30536,"2020-06-04","11:13:00",163,10,77.83
30537,"2020-06-04","11:14:00",68,5,27.64
30539,"2020-06-04","11:23:00",190,28,61.14
30540,"2020-06-04","11:25:00",131,11,134.75
30541,"2020-06-04","11:26:00",162,27,101.52
30542,"2020-06-04","11:27:00",28,22,77.31
30543,"2020-06-04","11:27:00",196,20,152.82999999999998
30544,"2020-06-04","11:31:00",7,12,67.88
30545,"2020-06-04","11:32:00",147,17,191.42
30546,"2020-06-04","11:32:00",113,13,42.89
30547,"2020-06-04","11:39:00",39,28,32.91
30548,"2020-06-04","11:40:00",67,1,175.37
30549,"2020-06-04","11:41:00",185,3,70.84
30551,"2020-06-04","11:53:00",130,19,102.05
30552,"2020-06-04","11:58:00",53,6,137.51
30554,"2020-06-04","12:02:00",174,10,99.9
30555,"2020-06-04","12:04:00",104,3,24.77
30556,"2020-06-04","12:05:00",5,25,33.51
30557,"2020-06-04","12:05:00",10,16,132.1
30558,"2020-06-04","12:09:00",188,4,234.85000000000002
30559,"2020-06-04","12:10:00",126,2,148.28
30560,"2020-06-04","12:11:00",67,14,46.09
30561,"2020-06-04","12:13:00",170,22,79.91
30562,"2020-06-04","12:13:00",176,14,30.8
30563,"2020-06-04","12:14:00",197,7,92.84
30564,"2020-06-04","12:15:00",92,22,40.22
30565,"2020-06-04","12:16:00",136,2,66.87
30567,"2020-06-04","12:18:00",50,15,34.7
30568,"2020-06-04","12:19:00",60,2,73.4
30569,"2020-06-04","12:20:00",125,13,104.11999999999999
30573,"2020-06-04","12:25:00",129,20,46.74
30574,"2020-06-04","12:29:00",12,6,181.27000000000004
