"id_order","date_order","hour_order","member_id","restaurant_id","total_order"
239,"2020-01-02","12:59:00",17,20,133.17000000000002
240,"2020-01-02","13:01:00",107,20,82.53
241,"2020-01-02","13:02:00",131,26,85.08
243,"2020-01-02","13:07:00",61,11,130.11
244,"2020-01-02","13:09:00",29,2,34.4
245,"2020-01-02","13:12:00",124,9,50.01
246,"2020-01-02","13:16:00",121,10,111.08
247,"2020-01-02","13:17:00",101,28,33.92
248,"2020-01-02","13:23:00",167,21,125.77
249,"2020-01-02","13:23:00",179,18,141.89999999999998
250,"2020-01-02","13:27:00",81,15,151.48000000000002
251,"2020-01-02","13:29:00",18,1,200.26
252,"2020-01-02","13:32:00",70,13,88.77
253,"2020-01-02","13:34:00",195,16,23.77
254,"2020-01-02","13:36:00",2,20,160.74
255,"2020-01-02","13:38:00",12,1,101.5
256,"2020-01-02","13:38:00",122,14,110.92
257,"2020-01-02","13:39:00",65,19,33.84
259,"2020-01-02","13:47:00",8,9,34.9
260,"2020-01-02","13:51:00",74,23,80.02
261,"2020-01-02","13:52:00",149,6,39.17
262,"2020-01-02","13:59:00",32,30,105.05000000000001
263,"2020-01-02","13:59:00",101,14,94.35
264,"2020-01-02","13:59:00",115,18,128.32
266,"2020-01-02","14:12:00",29,22,76.33
267,"2020-01-02","14:16:00",71,30,24.19
268,"2020-01-02","14:27:00",102,16,142.99
269,"2020-01-02","14:32:00",31,5,118.07999999999998
270,"2020-01-02","14:33:00",27,10,144.74
271,"2020-01-02","14:39:00",85,19,35.25
272,"2020-01-02","14:44:00",171,2,109.95
273,"2020-01-02","14:48:00",24,10,181.77
274,"2020-01-02","15:06:00",58,27,71.14
276,"2020-01-02","15:39:00",86,7,234.98
278,"2020-01-02","15:45:00",162,14,132.49
279,"2020-01-02","15:51:00",8,18,155.78
280,"2020-01-02","15:57:00",102,22,45.06
282,"2020-01-02","16:06:00",154,22,79.91
283,"2020-01-02","16:17:00",59,21,34.29
284,"2020-01-02","16:19:00",200,5,104.94999999999999
285,"2020-01-02","16:28:00",97,14,144.23000000000002
286,"2020-01-02","16:46:00",114,26,75.87
287,"2020-01-02","16:52:00",174,19,90.45
288,"2020-01-02","17:27:00",162,20,290.70000000000005
289,"2020-01-02","17:31:00",149,20,119.19999999999999
290,"2020-01-02","17:34:00",89,21,54.01
291,"2020-01-02","18:08:00",156,19,72.80000000000001
292,"2020-01-02","18:09:00",85,26,31.69
293,"2020-01-02","18:17:00",111,7,132.08999999999997
294,"2020-01-02","18:19:00",116,19,63.24
295,"2020-01-02","18:33:00",19,10,110.43
296,"2020-01-02","18:50:00",118,1,37.34
297,"2020-01-02","19:01:00",76,24,44.1
298,"2020-01-02","19:05:00",67,22,44.22
300,"2020-01-02","19:10:00",169,2,195.04
301,"2020-01-02","19:13:00",16,26,171.62
303,"2020-01-02","19:15:00",175,13,33.5
304,"2020-01-02","19:16:00",59,21,130.57
305,"2020-01-02","19:23:00",100,29,172.95
306,"2020-01-02","19:23:00",111,25,65.77000000000001
308,"2020-01-02","19:35:00",133,28,111.44
309,"2020-01-02","19:36:00",68,15,24.35
310,"2020-01-02","19:39:00",149,17,69.28
311,"2020-01-02","19:42:00",71,7,62.05
312,"2020-01-02","19:47:00",4,19,38.96
313,"2020-01-02","19:51:00",114,30,89.06
315,"2020-01-02","19:53:00",133,16,81.53999999999999
316,"2020-01-02","19:54:00",52,6,50.3
317,"2020-01-02","20:04:00",23,3,54.769999999999996
318,"2020-01-02","20:06:00",34,11,116.9
319,"2020-01-02","20:08:00",121,24,135.06
320,"2020-01-02","20:08:00",171,27,219.9
321,"2020-01-02","20:16:00",120,15,86.65
322,"2020-01-02","20:16:00",164,23,132.1
323,"2020-01-02","20:20:00",29,1,89.48
324,"2020-01-02","20:20:00",156,19,31.92
325,"2020-01-02","20:21:00",38,2,66.87
326,"2020-01-02","20:21:00",191,23,146.07
327,"2020-01-02","20:23:00",34,12,26.23
328,"2020-01-02","20:29:00",141,23,246.76
329,"2020-01-02","20:31:00",39,20,52.75
330,"2020-01-02","20:31:00",99,19,102.8
331,"2020-01-02","20:31:00",145,16,39.23
332,"2020-01-02","20:42:00",131,24,152.51000000000002
334,"2020-01-02","20:50:00",28,14,27.42
335,"2020-01-02","20:53:00",41,28,93.69999999999999
338,"2020-01-02","21:00:00",65,11,66.7
339,"2020-01-02","21:02:00",21,19,22.77
340,"2020-01-02","21:05:00",35,16,115.35
341,"2020-01-02","21:05:00",33,1,141.06
342,"2020-01-02","21:06:00",14,24,102.36999999999999
343,"2020-01-02","21:08:00",62,3,34.89
344,"2020-01-02","21:09:00",117,10,35.61
346,"2020-01-02","21:11:00",165,26,41.0
347,"2020-01-02","21:13:00",184,2,24.67
348,"2020-01-02","21:14:00",69,5,40.47
349,"2020-01-02","21:15:00",135,7,34.95
350,"2020-01-02","21:17:00",41,14,66.87
351,"2020-01-02","21:17:00",46,5,203.99
352,"2020-01-02","21:18:00",132,26,164.63
353,"2020-01-02","21:20:00",118,24,110.50999999999999
354,"2020-01-02","21:21:00",56,30,51.91
355,"2020-01-02","21:21:00",143,7,74.03
356,"2020-01-02","21:25:00",22,26,139.45999999999998
358,"2020-01-02","21:29:00",61,19,89.72999999999999
359,"2020-01-02","21:32:00",52,3,125.93
360,"2020-01-02","21:33:00",78,9,262.38
361,"2020-01-02","21:33:00",170,22,26.8
362,"2020-01-02","21:35:00",179,22,98.76
363,"2020-01-02","21:35:00",6,3,59.67999999999999
364,"2020-01-02","21:35:00",78,10,182.3
365,"2020-01-02","21:37:00",105,21,121.98999999999998
366,"2020-01-02","21:40:00",35,5,97.65
367,"2020-01-02","21:42:00",34,18,80.24000000000001
368,"2020-01-02","21:47:00",2,14,156.06
369,"2020-01-02","21:51:00",143,28,32.91
373,"2020-01-02","22:14:00",41,17,109.21999999999998
374,"2020-01-02","22:15:00",167,14,30.8
375,"2020-01-02","22:19:00",156,22,71.65
376,"2020-01-02","22:26:00",68,29,93.85
377,"2020-01-02","22:29:00",57,4,39.06
378,"2020-01-02","22:30:00",48,8,27.57
379,"2020-01-02","22:43:00",19,9,143.02
381,"2020-01-02","23:06:00",22,1,43.22
382,"2020-01-02","23:24:00",103,17,34.3
383,"2020-01-02","23:40:00",105,20,184.52
384,"2020-01-02","23:52:00",196,16,51.18
385,"2020-01-03","11:02:00",57,6,44.59
386,"2020-01-03","11:03:00",33,17,106.74
387,"2020-01-03","11:05:00",111,27,213.67
388,"2020-01-03","11:07:00",49,8,127.86
389,"2020-01-03","11:09:00",55,10,131.12
390,"2020-01-03","11:18:00",113,15,76.7
391,"2020-01-03","11:18:00",178,3,80.92
392,"2020-01-03","11:21:00",65,23,148.89
393,"2020-01-03","11:22:00",170,17,51.12
394,"2020-01-03","11:23:00",194,30,124.31
395,"2020-01-03","11:23:00",61,22,26.59
396,"2020-01-03","11:24:00",36,2,112.05000000000001
397,"2020-01-03","11:29:00",195,16,103.99
398,"2020-01-03","11:31:00",160,14,71.97
399,"2020-01-03","11:35:00",99,30,36.11
400,"2020-01-03","11:36:00",32,22,33.09
401,"2020-01-03","11:36:00",122,1,69.03
402,"2020-01-03","11:39:00",134,6,165.24
403,"2020-01-03","11:40:00",138,16,39.0
404,"2020-01-03","11:44:00",3,11,88.57000000000001
406,"2020-01-03","11:46:00",27,17,45.48
408,"2020-01-03","11:51:00",192,22,81.61
409,"2020-01-03","11:51:00",54,3,68.4
411,"2020-01-03","11:54:00",175,24,224.77
412,"2020-01-03","11:57:00",80,25,27.51
413,"2020-01-03","11:59:00",127,16,23.77
414,"2020-01-03","12:00:00",17,22,26.8
415,"2020-01-03","12:02:00",63,10,154.79000000000002
416,"2020-01-03","12:18:00",116,9,86.9
417,"2020-01-03","12:19:00",155,9,32.09
418,"2020-01-03","12:20:00",80,24,107.45
419,"2020-01-03","12:20:00",165,16,30.36
420,"2020-01-03","12:20:00",46,2,24.67
422,"2020-01-03","12:25:00",37,8,27.57
424,"2020-01-03","12:28:00",129,7,282.38
425,"2020-01-03","12:30:00",35,2,169.89
426,"2020-01-03","12:31:00",179,19,31.92
427,"2020-01-03","12:38:00",139,30,182.35
428,"2020-01-03","12:41:00",25,21,132.32999999999998
429,"2020-01-03","12:43:00",2,20,150.45
430,"2020-01-03","12:45:00",192,25,149.97
431,"2020-01-03","12:48:00",128,16,87.47999999999999
432,"2020-01-03","12:49:00",114,14,64.31
434,"2020-01-03","12:53:00",122,4,90.93
435,"2020-01-03","12:55:00",198,22,71.02
436,"2020-01-03","12:57:00",113,24,71.88
437,"2020-01-03","12:58:00",91,18,90.88
438,"2020-01-03","13:02:00",15,17,134.94
439,"2020-01-03","13:05:00",134,6,61.519999999999996
440,"2020-01-03","13:05:00",155,23,62.599999999999994
441,"2020-01-03","13:07:00",70,25,39.21
442,"2020-01-03","13:09:00",103,6,168.24
444,"2020-01-03","13:12:00",87,30,239.7
446,"2020-01-03","13:16:00",167,22,45.06
447,"2020-01-03","13:17:00",73,19,69.41
448,"2020-01-03","13:18:00",84,5,59.37
449,"2020-01-03","13:19:00",51,9,161.38000000000002
451,"2020-01-03","13:25:00",173,30,271.39
452,"2020-01-03","13:25:00",93,5,113.24
453,"2020-01-03","13:27:00",72,26,61.5
454,"2020-01-03","13:27:00",32,15,142.34
455,"2020-01-03","13:27:00",190,13,76.28
456,"2020-01-03","13:32:00",86,6,44.59
457,"2020-01-03","13:37:00",121,28,38.43
458,"2020-01-03","13:46:00",119,9,38.71
459,"2020-01-03","13:50:00",162,23,65.23
460,"2020-01-03","13:50:00",131,8,89.1
461,"2020-01-03","13:51:00",114,26,66.09
462,"2020-01-03","13:58:00",39,8,214.64
463,"2020-01-03","14:00:00",4,17,135.18
464,"2020-01-03","14:11:00",152,22,189.96
465,"2020-01-03","14:44:00",146,13,95.17
466,"2020-01-03","14:46:00",135,1,70.97
467,"2020-01-03","14:58:00",151,29,153.39
468,"2020-01-03","15:04:00",83,14,31.28
470,"2020-01-03","16:12:00",113,17,45.48
471,"2020-01-03","16:21:00",130,20,235.36
472,"2020-01-03","16:35:00",47,22,100.11
474,"2020-01-03","16:57:00",34,15,104.95
475,"2020-01-03","17:21:00",133,10,173.38
476,"2020-01-03","17:24:00",110,26,197.41
477,"2020-01-03","17:34:00",179,3,96.99
478,"2020-01-03","17:53:00",183,5,182.57
479,"2020-01-03","18:23:00",49,20,63.16
480,"2020-01-03","18:31:00",110,9,47.59
481,"2020-01-03","18:59:00",137,8,170.68
482,"2020-01-03","19:04:00",79,3,33.51
483,"2020-01-03","19:06:00",187,19,53.83
484,"2020-01-03","19:16:00",198,18,298.14
485,"2020-01-03","19:17:00",182,18,80.6
486,"2020-01-03","19:19:00",35,1,29.22
488,"2020-01-03","19:22:00",140,1,68.62
489,"2020-01-03","19:29:00",156,13,64.21
490,"2020-01-03","19:33:00",176,14,59.900000000000006
491,"2020-01-03","19:37:00",90,16,138.68
493,"2020-01-03","19:41:00",23,29,79.82
497,"2020-01-03","20:07:00",196,7,170.64999999999998
499,"2020-01-03","20:10:00",174,29,58.33
500,"2020-01-03","20:10:00",148,25,39.04
501,"2020-01-03","20:10:00",9,26,74.49000000000001
502,"2020-01-03","20:14:00",173,10,147.57
503,"2020-01-03","20:15:00",95,27,79.51
504,"2020-01-03","20:20:00",103,20,52.75
505,"2020-01-03","20:21:00",52,25,65.94
506,"2020-01-03","20:23:00",126,5,31.07
507,"2020-01-03","20:24:00",116,30,165.89999999999998
508,"2020-01-03","20:28:00",130,2,158.78
509,"2020-01-03","20:28:00",125,7,37.98
510,"2020-01-03","20:32:00",41,23,38.83
511,"2020-01-03","20:32:00",168,5,103.84
513,"2020-01-03","20:38:00",166,16,23.77
514,"2020-01-03","20:39:00",181,24,44.1
515,"2020-01-03","20:43:00",71,28,60.79
517,"2020-01-03","20:48:00",80,9,141.61
518,"2020-01-03","20:52:00",136,5,33.01
519,"2020-01-03","20:53:00",37,21,61.15
520,"2020-01-03","20:58:00",104,20,72.46
521,"2020-01-03","20:59:00",33,18,86.66
522,"2020-01-03","21:03:00",80,26,276.55
523,"2020-01-03","21:13:00",131,15,72.27000000000001
524,"2020-01-03","21:21:00",180,13,110.14
525,"2020-01-03","21:21:00",108,1,52.41
526,"2020-01-03","21:24:00",195,25,136.34
527,"2020-01-03","21:30:00",26,16,32.18
528,"2020-01-03","21:30:00",184,7,32.94
529,"2020-01-03","21:30:00",80,18,86.66
530,"2020-01-03","21:33:00",158,29,87.09
531,"2020-01-03","21:33:00",50,1,80.16
533,"2020-01-03","21:43:00",125,5,72.77
534,"2020-01-03","21:43:00",3,7,138.85
535,"2020-01-03","21:46:00",83,18,80.6
536,"2020-01-03","21:47:00",58,18,116.18
537,"2020-01-03","21:47:00",52,10,250.74
538,"2020-01-03","21:47:00",32,7,227.54
539,"2020-01-03","21:47:00",18,21,90.61000000000001
540,"2020-01-03","21:48:00",94,9,32.09
542,"2020-01-03","21:58:00",77,6,44.59
543,"2020-01-03","22:23:00",200,11,186.3
544,"2020-01-03","22:24:00",185,6,23.41
546,"2020-01-03","22:54:00",1,20,33.68
548,"2020-01-03","23:21:00",66,26,97.25999999999999
549,"2020-01-04","11:00:00",139,18,109.36000000000001
551,"2020-01-04","11:08:00",148,9,118.39000000000001
552,"2020-01-04","11:09:00",94,29,51.57
553,"2020-01-04","11:15:00",163,3,37.33
554,"2020-01-04","11:16:00",177,16,138.01999999999998
555,"2020-01-04","11:22:00",172,18,56.7
556,"2020-01-04","11:23:00",74,25,121.97999999999999
558,"2020-01-04","11:24:00",38,3,56.17
559,"2020-01-04","11:25:00",93,14,83.4
561,"2020-01-04","11:33:00",172,1,89.48
562,"2020-01-04","11:33:00",64,23,73.89
563,"2020-01-04","11:33:00",138,14,151.18
565,"2020-01-04","11:37:00",133,30,175.10999999999999
567,"2020-01-04","11:42:00",82,9,119.30000000000001
568,"2020-01-04","11:43:00",36,26,95.75
569,"2020-01-04","11:46:00",59,9,175.52
570,"2020-01-04","11:49:00",198,26,59.26
571,"2020-01-04","11:50:00",71,8,101.34
572,"2020-01-04","11:59:00",19,12,41.07
573,"2020-01-04","12:02:00",34,27,54.72
574,"2020-01-04","12:05:00",171,26,147.42000000000002
575,"2020-01-04","12:10:00",194,28,145.46
576,"2020-01-04","12:11:00",107,19,218.99
577,"2020-01-04","12:13:00",107,14,85.06
578,"2020-01-04","12:18:00",173,1,59.83
579,"2020-01-04","12:19:00",75,11,136.18
580,"2020-01-04","12:19:00",34,3,33.51
581,"2020-01-04","12:20:00",62,26,41.0
582,"2020-01-04","12:21:00",141,11,187.01
583,"2020-01-04","12:27:00",144,29,151.22
584,"2020-01-04","12:32:00",42,3,151.77999999999997
586,"2020-01-04","12:41:00",127,20,144.92
587,"2020-01-04","12:43:00",146,19,33.84
588,"2020-01-04","12:45:00",17,8,52.02
592,"2020-01-04","12:59:00",24,3,105.73
593,"2020-01-04","12:59:00",29,30,128.28
594,"2020-01-04","13:00:00",168,5,216.39
595,"2020-01-04","13:03:00",72,16,81.53999999999999
596,"2020-01-04","13:12:00",10,21,22.42
597,"2020-01-04","13:13:00",73,24,47.49
598,"2020-01-04","13:16:00",163,5,40.59
599,"2020-01-04","13:19:00",137,18,111.38000000000001
600,"2020-01-04","13:21:00",164,8,52.02
601,"2020-01-04","13:21:00",108,30,60.3
602,"2020-01-04","13:31:00",91,11,52.26
603,"2020-01-04","13:33:00",7,16,32.18
605,"2020-01-04","13:37:00",37,29,40.45
606,"2020-01-04","13:38:00",170,2,45.35
608,"2020-01-04","13:41:00",6,19,32.07
609,"2020-01-04","13:42:00",126,17,30.39
610,"2020-01-04","13:48:00",150,9,50.01
611,"2020-01-04","13:48:00",46,1,43.22
612,"2020-01-04","13:49:00",6,17,29.02
613,"2020-01-04","13:49:00",123,19,172.26
614,"2020-01-04","13:55:00",1,3,24.77
615,"2020-01-04","14:06:00",82,28,177.06
616,"2020-01-04","14:07:00",136,15,99.55
617,"2020-01-04","14:08:00",93,24,76.82
618,"2020-01-04","14:13:00",22,11,172.24
619,"2020-01-04","14:29:00",186,18,150.74
620,"2020-01-04","14:40:00",41,30,128.19
621,"2020-01-04","14:51:00",101,2,34.96
622,"2020-01-04","15:04:00",113,5,55.3
623,"2020-01-04","15:11:00",111,23,104.86
626,"2020-01-04","15:48:00",81,16,73.63
627,"2020-01-04","15:54:00",34,26,45.59
629,"2020-01-04","15:58:00",143,27,30.53
630,"2020-01-04","16:27:00",52,16,246.55
631,"2020-01-04","16:54:00",63,2,187.08
633,"2020-01-04","17:19:00",188,25,175.23
634,"2020-01-04","17:38:00",125,4,127.18
635,"2020-01-04","18:11:00",184,13,90.74
636,"2020-01-04","18:18:00",61,26,45.59
637,"2020-01-04","18:26:00",46,4,94.93
638,"2020-01-04","18:26:00",159,16,93.02000000000001
639,"2020-01-04","18:27:00",142,24,102.35
640,"2020-01-04","18:29:00",49,16,231.59000000000003
641,"2020-01-04","18:46:00",87,6,78.34
642,"2020-01-04","18:47:00",89,12,21.74
643,"2020-01-04","19:01:00",123,9,94.26
644,"2020-01-04","19:03:00",31,25,35.57
645,"2020-01-04","19:06:00",173,6,75.54
646,"2020-01-04","19:11:00",196,16,30.36
647,"2020-01-04","19:17:00",91,10,223.04000000000002
648,"2020-01-04","19:20:00",170,11,144.24
649,"2020-01-04","19:31:00",192,17,84.09
650,"2020-01-04","19:31:00",59,25,39.04
651,"2020-01-04","19:36:00",13,1,132.97
652,"2020-01-04","19:36:00",194,16,155.94
654,"2020-01-04","19:44:00",186,19,92.30000000000001
655,"2020-01-04","19:46:00",29,16,78.19
656,"2020-01-04","19:52:00",51,15,151.09
658,"2020-01-04","19:53:00",94,27,79.51
659,"2020-01-04","19:54:00",191,14,75.33
660,"2020-01-04","19:58:00",163,9,163.82000000000002
662,"2020-01-04","19:59:00",166,11,76.8
663,"2020-01-04","20:00:00",106,27,35.57
664,"2020-01-04","20:04:00",176,18,155.02
665,"2020-01-04","20:07:00",116,9,39.21
667,"2020-01-04","20:12:00",177,11,316.4
669,"2020-01-04","20:17:00",67,29,62.57
